Date,CL=F,NG=F,HO=F,RB=F,GC=F,SI=F,PL=F,PA=F,HG=F,KC=F,CC=F,SB=F,CT=F,OJ=F,ZS=F,ZC=F,ZW=F,ZM=F,ZL=F,ZO=F,KE=F,ZR=F,HE=F,LE=F,GF=F
2001-08-31,-1.1700482509526215,-0.6269576537531925,-1.1112979780641736,-0.902780258670096,-2.610790761440257,-2.7220993975997545,-1.7210741037892217,-1.1437195039859378,-2.282778568526914,-1.123117573735287,1.0140001269584586,-1.1363594233355028,-1.1024987577162577,0.0,-1.5820809182214923,1.461570988854745,1.3084301515310164,1.5052100687693242,1.6277312166379678,0.6969998450811954,-1.9418411710903039,-0.910876756283871,2.974024309212523,-6.087564446280619,-9.387627355369332
2001-09-28,-1.1936820639525927,-0.5956170753086193,-1.1783810096122238,-0.9129430083159792,-2.8418818592415933,-2.644751869722735,-1.4058465161779645,-1.0641746865497015,-2.210166856335844,-0.9781139089696544,1.089471875682851,-1.183009053574965,-1.2409610176022674,0.0,-1.579653112144651,1.5334017643769027,1.4584391579722427,-1.5892184525808852,1.3976282043985253,0.7594515153496284,-2.1788971995282522,-1.0077272053477482,2.894795954898489,-6.610182088783132,-9.082748452641042
2001-10-31,-0.8466367603625263,-0.4800824976764919,-0.848588122143621,-0.764732418882941,2.1506559349032055,-1.7901593086274143,-1.2220536272683107,-1.0237730593107346,-2.344449394591156,-0.9976998598629988,1.048620983609089,-1.2018911660745826,-1.2327848923430045,-2.099553598274469,-1.698117528454702,1.6184582856950889,1.5155137331439144,-1.4954154070158634,-1.5273985252058322,0.8276688165924082,-2.0827238962973036,-1.0536428647926641,2.818846458435894,-5.047935968110899,-6.312032934503432
2001-11-30,-0.9415971629392996,-0.4810407441256576,-0.941649760997543,-0.8431301438382335,2.3508929956881155,-1.8976712753006078,-1.267386819704418,-0.9094679581815943,-2.4924171351672277,-1.0897497529860427,1.1162643228383495,-1.2274918423179777,-1.2700376630332368,1.836430344024666,-1.8907692937898577,-1.7292731632198788,1.569725726169142,-1.645412605200001,1.529748562760546,1.0003646952518177,-2.037620996196694,-1.1923879798482409,-1.6022278660888973,-3.7243900631001816,-4.622609755781359
2001-12-31,-0.738933109990008,-0.47413245244548957,-0.8465475155304981,-0.7772307955933027,-2.6623947796206555,-2.035017740417134,-1.270599687402712,-0.8967635471847984,-2.0020920337328354,-0.911701437111635,1.0415423443595728,-1.2949159565230894,-1.1283135284846568,2.0614384527222924,-2.0323541569388186,-1.8332576253417192,1.5491566815880582,-1.748450780409258,1.6175675608967688,0.3132682716218242,-2.0706870116190994,-1.163810663091645,-1.5186634599806141,-2.102880383886751,-3.188170996332143
2002-01-31,-0.7362069612776448,-0.47349222450556605,-0.805602855707347,-0.7850885105582799,-2.7786597248485623,-1.9295758912192942,-1.3569513811516891,-0.816605862321269,-1.997730378250582,-0.9217194581809337,1.091452477114202,-1.3359304438194484,-1.0494340082751377,1.9047018847560926,-2.1935487167654997,-1.911173351061156,1.572968416959443,-1.790066937861124,1.691866285841692,0.28154661407222564,-2.159479476902226,-1.1584123775594413,0.9373459357170848,-2.1029089362163007,-3.074705385817765
2002-02-28,-0.7548601996629545,-0.512372376510704,-0.8218724660756489,-0.8170413720382576,2.9555638868384273,-1.8546719295214154,-1.5383006943725466,-0.8939986774375648,-1.6722953875738984,-1.005710305615274,1.0765197397270185,-1.1402388029373267,-1.146309571124724,1.637668244684373,-2.1145034899770687,-2.0207552176526162,1.6415414882883002,-1.5094883263601664,1.7904591337883806,0.27448503459549534,-2.24769175316031,-1.2055027885923575,1.0717086347743248,-2.1968619675471714,-3.4128190140929697
2002-03-29,-0.7831261330578098,-0.5569854090511036,-0.8404910799318254,-0.8361444511475246,2.727360252554607,-1.8793550695941188,-1.7998530467575204,-0.9769869310954704,-1.6931661787458683,-1.003742750084743,1.1412543779855409,-1.1230214909087481,-1.0428260655823232,1.7475170523822356,-2.2920715424616374,-2.2063738016076053,1.7772618641352431,-1.5901014058444283,1.8362165250103495,0.3181920127605738,-2.4440636658111363,-1.3092130062447818,1.0537788917097015,-2.3813101477048875,-3.58599964556089
2002-04-30,-0.8802300344077397,-0.5547845716313252,-0.9313990443926357,-0.7138983883428095,2.855645553854225,2.0773482745333527,-1.3918612558900492,-1.0565489995839619,-1.811023603942884,-0.8698690421567834,1.2233625286571175,-1.1973998865851796,-1.001656760452156,1.8687329762776035,2.2555159864778136,-2.3696041380062454,1.8179996294254743,1.730072979321394,-1.7934491864166335,0.3628899508262323,-2.4463170142074335,-1.305545347886527,-1.1491147800622306,-2.060248317871308,-3.8159629332856224
2002-05-31,-0.9045419601465121,-0.5661613948373876,-0.9364985701145535,-0.7430799282496335,3.0372610750087867,2.0682206631008233,-1.501528315999856,-1.1671877992296233,-1.926184500916652,-0.884914371729528,1.2602244241976284,-1.1471859837375653,-1.0508588328740083,2.0676505136999968,2.292366615459014,-2.4738284227703553,-1.8557538776213491,1.8619957693991185,1.8416301466212748,0.39779426176420735,-2.3151227002568904,-1.4369103204562854,-0.8468629293749419,-1.934573362959663,-3.026552603112638
