Date,CL=F,NG=F,HO=F,RB=F,GC=F,SI=F,PL=F,PA=F,HG=F,KC=F,CC=F,SB=F,CT=F,OJ=F,ZS=F,ZC=F,ZW=F,ZM=F,ZL=F,ZO=F,KE=F,ZR=F,HE=F,LE=F,GF=F
2000-08-31,0.02766962064969729,-0.010294501205275041,-0.00509166677792867,-0.00509166677792867,0.010972568324417665,0.009715626683627732,0.021684649531574497,-0.023242351709435293,-0.00509166677792867,-0.006432128924932455,0.0016650899788283506,0.0025420050612684946,-0.013075419559752288,-0.00509166677792867,-0.00509166677792867,0.033424738357592014,0.06870512466592153,0.08004181273215376,0.03726441249834916,-0.00509166677792867,-0.00509166677792867,-0.11078269254641367,-0.00509166677792867,-0.00509166677792867,-0.00509166677792867
2000-09-29,-0.07269865476793201,0.08284102095941982,-0.05254651773202177,-0.0050250001748402915,-0.02191318521115968,-0.025812451551124972,-0.018490185533102867,-0.007675888788809851,0.029438271105903267,0.10906895955670394,0.06477365754328059,-0.07983559965033714,-0.022698961840653654,-0.0050250001748402915,0.005607911217565006,0.049920054770214904,0.022863446040299128,0.006099085671391299,-0.029786926735015352,0.02558724472311926,0.08433670195281907,0.0013545851521134158,-0.0050250001748402915,-0.0050250001748402915,-0.0050250001748402915
2000-10-31,0.054174999277739444,-0.13974035295273785,0.00562767775530976,-0.00512500007947286,-0.036923289600488685,-0.03472287228984444,-0.00633441995126743,0.08888075567641068,-0.08049365855696261,-0.10873943952671522,-0.05782261613969869,0.00818095229264754,0.006441284590457622,-0.00512500007947286,-0.09280035078087573,0.015708333253860177,-0.02256686054458906,-0.039867328429358195,-0.05460412066507331,-0.00512500007947286,-0.05043750007947306,-0.022557646672183126,-0.00512500007947286,-0.00512500007947286,-0.00512500007947286
2000-11-30,0.02894702459713623,0.4572138717439432,0.1120128951774962,-0.009533229554755593,0.014621762085006276,-0.02183635148740752,0.04308031896194493,0.04223930126115512,-0.011505627233724766,-0.10178258661507548,-0.0725580023982401,-0.02015981072710886,0.030881806104632162,-0.005008333524068196,0.09768249569064931,0.0409100338228708,-0.008953106699611288,0.12036664870681053,-0.01665217406188839,-0.02233506619733565,0.00644829495383721,0.006281989056577133,-0.005008333524068196,-0.005008333524068196,-0.005008333524068196
2000-12-29,-0.21187559640658168,0.48078726926521154,-0.1413463908296035,-0.11182047226417466,0.002259408919869109,-0.023816453224639413,0.0013315374041245262,0.16060963027352052,0.0017647845951789462,-0.0293284817333894,0.0719295454386513,0.041378826575401616,-0.049999657777975416,-0.004775000015894572,-0.010751095633425002,0.08059085364264187,0.0754230197860857,0.03040618671117159,7.598358381557396e-05,-0.004775000015894572,0.06318616503264887,-0.0605963716267399,-0.02887140124729113,-0.004775000015894572,-0.004775000015894572
2001-01-31,0.06686224788159716,-0.4260281860580452,-0.12713060014111205,0.09039277498264735,-0.027562722785800256,0.04089575040273734,-0.01797690357272637,0.10110578890072046,-0.0016706235917563613,-0.03149333297164998,0.34161310453423205,-0.028543137840379054,-0.018805301780616415,-0.004033333460489909,-0.08269064808974876,-0.06695468177509663,-0.010449465449490172,-0.13894578124608342,-0.0019643863590286933,0.031231150166713892,-0.03963939406655022,-0.032749549676705916,0.045349415536032486,-0.004033333460489909,-0.004033333460489909
2001-02-28,-0.04853265903371679,-0.07561478501199298,-0.0951282878016087,-0.08649151734044608,0.0005846700865274543,-0.07051646291622754,0.010872896712647621,-0.21041801152962009,-0.04930753511658787,-0.0015803680466668982,0.10489019625327173,-0.07127002553411094,-0.14669738219848977,-0.003933333158493042,-0.01480880896055898,0.0092561152827541,-0.05374883131347436,-0.06345714268230279,0.019466540126870706,-0.028264233401801904,-0.025928619882766353,0.034327536406724084,-0.0123647116913514,-0.003933333158493042,-0.003933333158493042
2001-03-30,-0.04068247450777343,-0.044474692664413645,-0.028396836335386616,0.1663519109542035,-0.03684163267937626,-0.046864424166373736,-0.09364726761651168,-0.11459444430139346,-0.06706360758504662,-0.059821395832743735,-0.05476538447233373,-0.16835399881489546,-0.14625897082130004,-0.0034833331902821858,-0.04471477903964974,-0.02596854029087417,0.025642880401950813,-0.041458016734586184,0.07923358041945858,0.06384833763266104,-0.03561184724650704,-0.09896072012495563,0.042591451170318234,-0.01801705992234573,-0.0034833331902821858
2001-04-30,0.07483861732526693,-0.0697920690232973,0.057134746866663935,0.22075196535404248,0.02046093614169571,0.0066260741472950625,0.06888040546898362,-0.07846048380738928,0.007355487548121724,0.022513130356642888,-0.061905552903181824,0.2226147850098151,-0.02292995417542447,-0.003191666603088379,-0.035301758346207676,-0.058881739242313366,-0.000361477923843374,-0.016349561339930527,-0.09573829327940779,0.01549992218195924,0.09556352011890341,0.019030555619133985,-0.028711557905131954,-0.007368117704018169,-0.0037582734218741098
2001-05-31,-0.006112271511935359,-0.169297200984976,0.0405574023384169,-0.06181514267219432,0.00197419621727715,0.014642530996124807,0.010663404377902723,-0.07337152933889599,-0.021867184582265085,-0.07894025161241644,-0.07621732670088441,-0.10294997989085672,-0.07806311393919427,-0.0029499999682108557,0.034964691974916834,-0.027308974327185685,-0.006712935057580834,0.06705000003178921,0.0148460462324477,0.029160091774908328,-0.025608610240114047,0.03781086959700644,0.00771923854198389,0.017364487061519187,0.026528528302503098
2001-06-29,-0.0776935181001294,-0.21196004194501142,-0.08891923982679076,-0.3247311749008449,0.01701078741197157,-0.02662455872969263,-0.07426496166239363,-0.06488516609795861,-0.06613150216009281,-0.021339422939599364,0.037631623979307506,0.11867075310645922,0.04277694597948332,-0.002966666618982951,0.041553881326222154,0.03382702589087259,-0.07850963168036143,0.006379127773540525,0.007793242502972506,-0.04741111106342746,-0.0972479649188284,-0.11523820708895674,0.051735874115907056,-0.014912720869516585,-0.013979882107863075
2001-07-31,0.0009428716273532285,0.06173283280684876,-0.024199943608008874,0.012387857775133784,-0.01912680639373083,-0.02197192818821709,-0.15587503205091385,-0.23363591313492488,-0.04048206134573657,-0.07684167249079528,-0.020320465482317314,-0.17596367378804817,-0.022749671956949165,-0.0028666667143503826,0.08183278683756216,0.07698124203089733,0.12072883890362744,0.06626911691677422,0.19473814498192304,0.24829612398332374,0.04406166093070101,-0.036200000047683485,0.03844362311724985,0.010523853356055704,-0.012332213202424567
2001-08-31,0.029524745216666887,-0.2806459207832857,0.09621977733401028,0.0977993714924232,0.028070503329989022,-0.014134724858487917,-0.06892219144707427,-0.021151534826284773,-0.0019958356919190065,-0.030644800906116803,-0.03408129569193645,-0.005255399054693893,-0.09724413891707855,-0.0027333333094914755,-0.046562048674730835,0.017219718333701468,-0.005460606036764053,-0.055851099535500645,-0.0732889142963619,0.03630012393957967,-0.02799820698512349,-0.19543110207216943,0.0021600391708218205,-0.004016187421564326,0.006822665933658729
